date,cat,goog,xom
2015-11-01,-0.06455621852033033,0.021923013097431093,-0.037110886675639616
2015-12-01,-0.08416713020956917,-0.020991451738143988,-0.0012828189094055895
2016-01-01,0.11569270640625115,-0.06081161756546276,0.029544012471087237
2016-02-01,0.13057610254030716,0.0676153899532685,0.05238513780447081
2016-03-01,0.015416997072568949,-0.06972280174954887,0.057542761793703184
2016-04-01,-0.05793877582221209,0.06162964514754992,0.0070135848179126645
2016-05-01,0.04551082127077939,-0.05928885543328553,0.061871924845433426
2016-06-01,0.09167678477133377,0.11080769348271159,-0.05109897528197702
2016-07-01,-2.4830244572909507e-4,-0.0022632839264198033,-0.020348431466315268
2016-08-01,0.0832212699977225,0.013349833987612336,0.010147767634895187
2016-09-01,-0.059817272168055255,0.009327278371264423,-0.04537109197369928
2016-10-01,0.15508663770407105,-0.03377775606484135,0.04776765345887343
2016-11-01,-0.029510297125528172,0.018178499023701906,0.04306101188812288
2016-12-01,0.03148586751550401,0.0323520649549578,-0.07057389163900922
2017-01-01,0.01883797442653786,0.03315810279933009,-0.03063531569980643
2017-02-01,-0.040347736261406905,0.00771367674141359,0.017706898401684434
2017-03-01,0.10241492234489387,0.09209704443824934,-0.004389821052468848
2017-04-01,0.03956317630388607,0.0650138654793755,-0.014084496324083292
2017-05-01,0.019254458344578042,-0.05817424898183553,0.012327371210007666
2017-06-01,0.06039468584024687,0.02395653327075227,-0.008546964727341339
2017-07-01,0.03850875387997336,0.009489540032240729,-0.04635196122917384
2017-08-01,0.06145199716043001,0.021057527857113133,0.08443114201221559
2017-09-01,0.0889263868942307,0.059982724504739564,0.016711295920763942
2017-10-01,0.04559573674638083,0.004691884963823786,-7.199303388897391e-4
2017-11-01,0.11640105032350438,0.02446622968307359,0.013495957188191406
2017-12-01,0.03299908631395703,0.11806184457809231,0.04375897962263258
2018-01-01,-0.04565847347856702,-0.0557378705647592,-0.13241703591044487
2018-02-01,-0.04688610197202811,-0.0660251304124109,-0.004846130875866674
2018-03-01,-0.020491290308127075,-0.014014500483077431,0.04208533498925898
2018-04-01,0.05759798585327135,0.06650739865075665,0.04488748378784383
2018-05-01,-0.10690543279658203,0.02825835655866281,0.02866267999298213
2018-06-01,0.05992492398999742,0.09107693614857121,-0.014746772341339622
2018-07-01,-0.02850248386531434,7.639542845083066e-4,-0.01643971988354319
2018-08-01,0.09823549622366164,-0.020292377377297766,0.07143486454664832
2018-09-01,-0.20440682827211343,-0.09778205890024866,-0.06280872409291091
2018-10-01,0.014253577037782914,-0.04737317073519559,-0.03401099622110044
